,Utterance,Start,End,Group,Participant,Transcript,int,uns-ov
427,427,1799.89,1801.0,7,2,Or eighty right because,0,0
428,428,1802.59,1805.0,7,2,Because this was heavier that means it has to be eighty,0,0
429,429,1802.63,1808.42,7,3,I think so yeah fifty thirty isn't this a hundred,1,0
430,430,1809.92,1811.09,7,3,Like twenty thirty and fifty,0,0
431,431,1812.41,1815.21,7,3,So either a hundred or sixty no,0,0
432,432,1815.97,1817.72,7,1,I think we need to add sixty,0,0
433,433,1817.17,1819.46,7,2,Sixty or eighty I don'­t know,1,0
434,434,1819.97,1822.68,7,3,This was one block that Shadi tried right,0,0
435,435,1824.0,1824.79,7,2,Do you feel it's the same,0,0
436,436,1824.5,1825.68,7,1,It's eighty,1,0
437,437,1828.6,1835.0,7,3,So fifty plus thirty plus twenty is a hundred yeah and the other block was,0,0
438,438,1835.1,1838.47,7,2,So either a hundred or sixty but that's too steep a jump,0,0
439,439,1840.96,1843.68,7,1,I think we should go with ninety and eighty ,0,0
440,440,1841.43,1851.75,7,3,We could try first eighty eighty first Okay Yeah Should eighty final okay,1,0
441,441,1854.33,1855.59,7,3,Um oh eighty,0,0
442,442,1862.43,1864.18,7,3,Yup and then let's,0,0
443,443,1865.33,1875.5,7,3,Okay uh ten ten twenty thirty eighty and fifty yup,0,0
444,444,1877.5,1883.25,7,4,For the final part of this task read the scenario and estimate the weight of the second mystery block,0,0
445,445,1883.75,1888.0,7,4,You will have two attempts to estimate and explain your answer you can now continue the survey,0,0
446,446,1889.97,1891.92,7,2,Which is the missing second block,0,0
447,447,1910.87,1912.67,7,1,It should be something like,0,0
448,448,1913.67,1915.09,7,2,The second mystery block,0,0
449,449,1915.67,1923.42,7,3,Does this not seem like the Fibonacci sequence like one one two three five eight and then one thirty,0,0
450,450,1924.25,1924.5,7,1,Yeah,0,0
451,451,1928.33,1928.58,7,3,Yeah,0,0
452,452,1930.09,1937.84,7,2,One one two three five yeah yeah,0,0
453,453,1936.33,1940.67,7,3,Five plus three eight Which is,1,0
454,454,1938.17,1940.92,7,2,So that should be eight plus five so thirteen,1,0
455,455,1943.42,1944.17,7,1,Are we sure,0,0
456,456,1944.92,1950.18,7,3,I like Yeah like it seems the obvious pattern,0,0
457,457,1955.25,1955.5,7,3,Okay,0,0
458,458,1958.09,1959.09,7,1,We can't have,0,0
459,459,1960.84,1970.84,7,1,Actually we can't have forty because we have this one we can't have sixty we have this seventy we have these two eighty,0,0
460,460,1971.78,1974.09,7,1,But we can't oh yeah it's it's Fibonacci,0,0
461,461,1978.0,1978.75,7,3,Yeah like if,0,0
462,462,1980.09,1983.85,7,3,I think so Okay um,0,1
463,463,1980.59,1981.85,7,2,Yeah one thirty,0,0
464,464,1990.59,1992.09,7,3,If anybody else wants to type,0,0
465,465,2015.32,2015.58,7,3,Yeah,0,0
466,466,2019.89,2023.84,7,1,Maybe we should guess the weight of that with Fibonacci as well,0,0
467,467,2025.0,2026.5,7,2,Yeah that was one thirty so it'll be,0,0
468,468,2026.47,2029.47,7,1,No I mean this one based on the other,1,0
469,469,2027.5,2033.5,7,3,This one yeah so one one two three five and then three plus five is eight,1,0
470,470,2033.52,2033.85,7,1,Yeah,0,0
471,471,2034.31,2034.47,7,3,Yeah ,0,0
472,472,2050.5,2051.25,7,3,I think so,0,0
473,473,2052.08,2057.25,7,2,We placed the in the correct position so it was easy to see that they fit into the Fibonacci series,0,0
474,474,2057.42,2060.24,7,3,Yeah I think that is fine,0,0
475,475,2063.17,2063.21,7,3,Yeah,0,0
476,476,2064.17,2064.67,7,1,Hey,0,0
477,477,2070.42,2071.0,7,1,Are we done,0,0
